0,000204.jpg,69,527,883,1001,text,None
1,000205.jpg,71,1448,876,988,text,None
2,000206.jpg,585,2194,862,974,text,None
3,000207.jpg,1394,2645,857,965,text,None
4,000208.jpg,2259,2617,839,943,text,None
5,001750.jpg,36,1245,886,974,text_blur,G55X204087944103Y
6,001751.jpg,754,2027,867,983,text,HG55X204087944103Y
7,001753.jpg,1599,2626,862,965,text,HG55X20408794410
8,002950.jpg,1224,2515,881,1022,text_blur,None
9,003242.jpg,926,2217,850,962,text_blur,HG55X204087894102J
10,003341.jpg,975,2238,906,1022,text_blur,None
11,003752.jpg,806,2094,876,983,text_blur,HG55X204087954101Y
12,003938.jpg,168,994,890,985,text_blur,5X204067954102Y
13,003939.jpg,548,1769,879,969,text,HG55X204087954102Y
14,004544.jpg,277,1508,865,960,text,HG55X204087834105J
15,004545.jpg,1292,2471,850,953,text_blur,HG55X204087834105J
16,005122.jpg,162,1398,890,995,text,HG55X204087954103Y
17,005123.jpg,941,2199,867,967,text,HG55X204087954103Y
18,005124.jpg,1748,2634,855,978,text,HG55X20408795
19,005318.jpg,520,1838,851,962,text,HG55X204087934105Y
20,005319.jpg,1352,2580,843,950,text_blur,HG55X204087934105Y
21,005320.jpg,1889,2636,813,936,text_blur,HG55X204087
22,005420.jpg,236,1496,890,1002,text_blur,None
23,005421.jpg,1787,2617,876,994,text_blur,None
24,005648.jpg,171,1412,899,1015,text_blur,None
25,005650.jpg,920,2184,871,1004,text_blur,None
26,005651.jpg,1787,2599,867,986,text_blur,None
27,010031.jpg,533,1822,876,983,text,HG55X204087934104Y
28,010032.jpg,1334,2526,848,957,text_blur,HG55X204087934104Y
29,010217.jpg,57,633,892,1020,text_blur,None
30,010218.jpg,248,1515,909,1027,text_blur,None
31,010219.jpg,1127,2373,871,1006,text_blur,None
32,010220.jpg,2013,2633,864,985,text_blur,None
33,010628.jpg,706,2033,872,978,text,HG55X204087954104Y
34,010629.jpg,50,515,899,1013,text,None
35,010630.jpg,89,1298,897,1004,text_blur,None
36,010631.jpg,768,2105,878,994,text,None
37,010633.jpg,1594,2605,871,983,text,None
38,010703.jpg,1175,2410,846,994,text_blur,HG55X204087954104Y
39,010808.jpg,392,1692,872,1004,text_blur,55X204087954204Y
40,010809.jpg,1240,2471,848,978,text,HG55X204087954204Y
41,010810.jpg,2026,2647,855,957,text_blur,HG55X2040
42,010851.jpg,559,1378,890,1004,text_blur,None
43,010853.jpg,826,2161,874,1001,text,None
44,010854.jpg,1622,2631,869,981,text,None
45,011353.jpg,52,1191,899,1002,text_blur,None
46,011355.jpg,668,2006,881,999,text,None
47,011356.jpg,1478,2587,879,981,text_blur,None
48,011500.jpg,254,1336,879,976,text_blur,5X204087964201Y
49,011501.jpg,896,2224,867,997,text_blur,HG55X204087964201Y
50,012125.jpg,594,1894,872,985,text,HG55X204087964101Y
51,012127.jpg,1399,2594,857,978,text_blur,HG55X204087964101Y
52,012232.jpg,548,1866,850,976,text_blur,55X204087934103Y
53,012234.jpg,1350,2608,843,962,text_blur,HG55X204087934103Y
54,012858.jpg,215,1508,876,1011,text_blur,HG55X204087964102Y
55,012859.jpg,996,2282,860,992,text,HG55X204087964102Y
56,013133.jpg,243,1326,895,1009,text_blur,None
57,013134.jpg,775,2136,885,990,text,None
58,013135.jpg,1577,2552,869,985,text_blur,None
59,013326.jpg,275,1229,888,1016,text_blur,None
60,013327.jpg,701,2055,883,999,text,None
61,013328.jpg,1534,2631,872,990,text,None
62,013704.jpg,527,1410,886,986,text_blur,None
63,013705.jpg,924,2185,869,976,text,HG55X204087964103Y
64,013706.jpg,1710,2617,864,974,text,HG55X204087964
65,013707.jpg,1845,2641,858,958,text_blur,HG55X2040879
66,013718.jpg,171,1319,892,999,text_blur,None
67,013720.jpg,798,2124,878,995,text,None
68,013721.jpg,1622,2629,867,979,text_blur,None
69,014103.jpg,248,1517,888,994,text_blur,HG55X204087934101Y
70,014105.jpg,1024,2303,867,976,text_blur,HG55X204087934101Y
71,014316.jpg,52,1108,890,1015,text_blur,None
72,014318.jpg,582,1931,881,1002,text,None
73,014319.jpg,1387,2629,869,994,text,None
74,014320.jpg,2198,2631,858,978,text,None
75,014656.jpg,103,1350,892,986,text_blur,HG55X204087924105Y
76,014657.jpg,859,2155,860,981,text_blur,HG55X204087924105Y
77,014853.jpg,220,1289,911,1020,text_blur,None
78,014854.jpg,717,2112,874,1004,text,None
79,014856.jpg,1675,2640,874,994,text_blur,None
80,014948.jpg,601,1241,902,1009,text_blur,None
81,014949.jpg,784,2177,886,999,text,None
82,014951.jpg,1605,2634,881,995,text,None
83,015112.jpg,629,1961,883,1001,text_blur,HG55X204087924104Y
84,015113.jpg,1468,2624,858,976,text_blur,HG55X204087924104
85,015556.jpg,117,1447,897,1001,text_blur,Q235BX204087993105Y
86,015557.jpg,820,2224,881,1002,text_blur,Q235BX204087993105Y
87,015645.jpg,173,1236,892,1001,text_blur,None
88,015646.jpg,729,2048,885,995,text,None
89,015647.jpg,1545,2557,876,986,text_blur,None
90,015648.jpg,2199,2584,862,976,text_blur,None
91,015744.jpg,99,877,906,1025,text_blur,None
92,015746.jpg,368,1713,895,997,text,None
93,015747.jpg,1143,2459,881,994,text,None
94,015748.jpg,1975,2626,864,978,text_blur,None
95,015839.jpg,131,1513,901,1002,text_blur,Q235BX202087783101Y
96,015840.jpg,912,2306,878,1002,text_blur,Q235BX202087783101Y
97,020339.jpg,777,2169,876,997,text,Q235BX202087783102Y
98,020512.jpg,215,1173,901,1013,text_blur,None
99,020513.jpg,664,2059,885,997,text,None
100,020515.jpg,1480,2489,881,983,text_blur,None
101,020714.jpg,101,1489,892,1006,text_blur,Q235BX202087783103Y
102,020716.jpg,852,2257,881,992,text,Q235BX202087783103Y
103,020717.jpg,2092,2636,862,978,text_blur,Q235BX20
104,021114.jpg,378,1338,890,1013,text_blur,None
105,021115.jpg,792,2148,881,995,text,None
106,021117.jpg,1641,2606,874,979,text,None
107,021350.jpg,829,2284,892,1002,text,Q235BX204087993104Y
108,021534.jpg,59,440,915,1008,text,None
109,021536.jpg,82,1247,895,1008,text,None
110,021537.jpg,738,2098,890,1002,text,None
111,021538.jpg,1543,2631,876,988,text,None
112,021745.jpg,648,1875,897,997,text_blur,None
113,021746.jpg,1313,2596,872,986,text,None
114,021747.jpg,2124,2636,858,985,text_blur,None
115,021934.jpg,817,2226,892,994,text_blur,Q235BX204087993103Y
116,022116.jpg,836,2241,892,992,text,Q235BX202087783104Y
117,022117.jpg,1648,2641,860,986,text_blur,Q235BX20208778
118,022225.jpg,87,638,901,1015,text_blur,None
119,022226.jpg,138,1480,888,1011,text,None
120,022227.jpg,903,2261,883,1001,text,None
121,022228.jpg,1727,2622,871,985,text,None
122,022722.jpg,655,1457,888,1002,text_blur,None
123,022723.jpg,915,2215,874,997,text,None
124,022724.jpg,1722,2640,872,981,text,None
125,022842.jpg,464,1852,883,1008,text_blur,None
126,022843.jpg,1278,2599,874,983,text_blur,Q235BX202087783105Y
127,022843_0.jpg,838,2231,876,990,text,None
128,022844.jpg,1669,2617,872,985,text_blur,Q235BX20208778
129,023314.jpg,59,1169,899,1015,text_blur,None
130,023315.jpg,513,1984,899,1004,text,None
131,023317.jpg,1366,2652,879,999,text,None
132,023319.jpg,84,1473,895,997,text_blur,Q235BX204088023101Y
133,023320.jpg,829,2238,876,1001,text,Q2358X204088023101Y
134,023321.jpg,1673,2627,871,988,text_blur,Q235BX20408802
135,023643.jpg,55,684,908,1018,text_blur,None
136,023644.jpg,103,1562,890,1016,text,None
137,023645.jpg,892,2348,881,1006,text,None
138,023646.jpg,1740,2594,874,1001,text,None
139,023647.jpg,2233,2633,867,979,text,None
140,023815.jpg,413,1861,885,1001,text_blur,Q235BX201088783103J
141,023816.jpg,1252,2605,857,978,text,Q235BX201088783103J
142,024138.jpg,203,1348,895,1011,text_blur,None
143,024139.jpg,741,2187,883,999,text,None
144,024140.jpg,1580,2624,876,983,text_blur,None
145,024334.jpg,217,1496,885,997,text_blur,X204088023102Y
146,024335.jpg,880,2255,881,990,text,Q235BX204088023102Y
147,024336.jpg,1698,2631,869,976,text,Q235BX20408802
148,024435.jpg,138,1578,894,1004,text,Q235BX201088783102J
149,024436.jpg,948,2385,874,986,text,Q235BX201088783102J
150,024437.jpg,1792,2624,853,976,text_blur,Q235BX20108
151,024527.jpg,52,834,883,992,text,None
152,024528.jpg,208,1696,883,988,text,None
153,024530.jpg,1615,2589,860,967,text,None
154,024531.jpg,2057,2620,851,958,text,None
155,024906.jpg,62,915,878,988,text,None
156,024907.jpg,259,1736,874,987,text,None
157,024908.jpg,1119,2538,858,974,text,None
158,024909.jpg,1755,2640,851,960,text,None
159,025033.jpg,441,1864,901,997,text_blur,KQ235BK201088783101J
160,025035.jpg,1178,2387,881,990,text_blur,KQ235BK201088783101J
161,025247.jpg,85,929,879,992,text,None
162,025248.jpg,291,1726,869,983,text,None
163,025250.jpg,1054,2455,867,976,text,None
164,025251.jpg,2026,2620,850,957,text,None
165,025332.jpg,82,891,881,986,text_blur,None
166,025333.jpg,254,1724,872,976,text,None
167,025334.jpg,1031,2513,864,953,text,None
168,025526.jpg,757,2255,881,1004,text_blur,Q235BX202087673104J
169,025606.jpg,287,1612,904,999,text_blur,None
170,025737.jpg,666,1778,883,985,text,None
171,025738.jpg,1050,2522,858,986,text_blur,None
172,025739.jpg,1912,2378,862,976,text_blur,None
173,030303.jpg,140,1552,885,997,text_blur,Q235BX202087663102J
174,030304.jpg,938,2352,869,986,text,Q235BX202087663102J
175,030305.jpg,1759,2629,862,972,text_blur,Q235BX202087
176,030400.jpg,66,861,888,990,text_blur,None
177,030401.jpg,213,1677,883,986,text_blur,None
178,030402.jpg,973,2433,874,986,text,None
179,030403.jpg,1575,2620,860,969,text,None
180,030744.jpg,648,2059,885,988,text,Q235BX202087663101J
181,030745.jpg,1454,2613,865,974,text,Q235BX20208766310
182,030830.jpg,119,1503,901,995,text_blur,Q235BX204088023104Y
183,030831.jpg,898,2303,883,992,text,Q235BX204088023104Y
184,031108.jpg,84,792,874,990,text,None
185,031109.jpg,185,1638,876,994,text,None
186,031110.jpg,947,2387,858,992,text,None
187,031111.jpg,1480,2633,860,978,text,None
188,031112.jpg,1808,2612,851,972,text,None
189,031112_0.jpg,1699,2641,855,967,text,None
190,031245.jpg,68,927,881,979,text,None
191,031248.jpg,1477,2624,857,965,text,None
192,031249.jpg,2017,2612,850,955,text,None
193,031401.jpg,913,2303,871,979,text_blur,Q235BX201088753105J
194,031637.jpg,47,833,883,1002,text_blur,None
195,031638.jpg,175,1648,872,988,text,None
196,031640.jpg,950,2375,864,981,text,None
197,031641.jpg,1878,2341,855,969,text_blur,None
198,031948.jpg,206,1606,894,1004,text_blur,Q235BX204088023105Y
199,031949.jpg,950,2345,885,995,text_blur,Q235BX204088023105Y
200,032332.jpg,287,1578,871,994,text_blur,None
201,032333.jpg,899,2406,864,992,text,None
202,032533.jpg,24,1203,894,1006,text_blur,BX201088803103Y
203,032534.jpg,534,1977,881,992,text,Q235BX201088803103Y
204,032535.jpg,1343,2619,865,979,text,Q235BX201088803103
205,032949.jpg,96,894,876,995,text_blur,None
206,032950.jpg,284,1766,872,992,text_blur,None
207,032951.jpg,1041,2522,864,981,text,None
208,033023.jpg,980,2392,881,990,text_blur,Q235BX201088803102Y
209,033239.jpg,91,354,892,990,text,None
210,033241.jpg,52,1141,881,986,text,None
211,033242.jpg,419,1912,864,988,text,None
212,033243.jpg,1240,2617,860,969,text,None
213,033244.jpg,2080,2633,846,958,text,None
214,033530.jpg,610,2061,892,995,text_blur,Q235BX201088803101Y
215,033944.jpg,26,1122,901,1004,text_blur,BX201088793105J
216,033946.jpg,466,1903,881,994,text,Q235BX201088793105J
217,033947.jpg,1298,2580,874,983,text,Q235BX201088793105J
218,034033.jpg,203,920,881,1002,text_blur,None
219,034035.jpg,636,1754,871,992,text_blur,None
220,034036.jpg,1064,2489,865,971,text,None
221,034143.jpg,513,1999,892,1001,text_blur,Q235BX201088793104J
222,034703.jpg,296,1759,892,997,text,KQ235BK202087803102Y
223,034705.jpg,1085,2496,865,990,text,KQ235BK202087803102Y
224,034747.jpg,622,2043,881,988,text,Q235BX201088793103J
225,034748.jpg,1457,2619,867,978,text,Q235BX20108879310
226,035236.jpg,968,2357,874,990,text,Q235BX202087803103Y
227,035312.jpg,210,1301,895,1009,text_blur,None
228,035313.jpg,552,2096,885,1013,text,None
229,035314.jpg,1338,2629,872,986,text,None
230,035315.jpg,2148,2627,862,974,text,None
231,035528.jpg,645,1840,895,1006,text_blur,None
232,035529.jpg,1071,2543,876,994,text,None
233,035748.jpg,784,2205,881,995,text,Q235BX204087993102Y
234,035827.jpg,159,1694,885,1013,text_blur,None
235,035828.jpg,936,2471,878,999,text,None
236,035830.jpg,1736,2620,869,981,text,None
237,040109.jpg,61,885,894,1013,text,None
238,040110.jpg,169,1682,895,1013,text_blur,None
239,040112.jpg,913,2422,876,995,text,None
240,040113.jpg,1708,2629,865,983,text,None
241,040545.jpg,63,777,816,968,txt,None
242,040546.jpg,45,1492,824,971,txt,None
243,040547.jpg,408,1974,837,960,txt,None
244,040548.jpg,1206,2619,824,942,txt,None
245,040549.jpg,1566,2653,824,942,txt,None
246,040550.jpg,2371,2650,818,939,txt,None
247,040705.jpg,73,787,909,1020,text,None
248,040707.jpg,78,1640,902,1008,text,None
249,040708.jpg,829,2412,881,1001,text,None
250,040709.jpg,1652,2634,865,976,text,None
251,041502.jpg,440,1748,886,1009,text,None
252,041503.jpg,1054,2512,874,999,text_blur,None
253,041504.jpg,1873,2620,874,983,text_blur,None
254,041602.jpg,85,805,901,1020,text_blur,None
255,041603.jpg,191,1643,895,1009,text,None
256,041604.jpg,862,2445,876,1008,text,None
257,041606.jpg,1710,2612,869,997,text,None
258,041853.jpg,68,1606,895,1001,text_blur,None
259,041854.jpg,884,2438,878,999,text,None
260,041855.jpg,1726,2626,864,981,text,None
261,041856.jpg,2389,2631,853,972,text_blur,None
262,042637.jpg,91,436,909,1016,text_blur,None
263,042638.jpg,47,1234,890,1008,text_blur,None
264,042639.jpg,466,2082,885,1004,text,None
265,042641.jpg,1315,2647,874,997,text_blur,None
266,042642.jpg,2148,2619,864,979,text,None
267,042701.jpg,1417,2526,892,1009,text_blur,None
268,042848.jpg,592,1778,899,1023,text_blur,None
269,042849.jpg,1480,2566,906,1011,text_blur,None
270,043226.jpg,745,2338,876,1000,text,SPHC-DNX2010892531030
271,043658.jpg,666,2113,886,986,text,Q235BX203086133101J
272,043659.jpg,1529,2638,858,981,text_blur,Q235BX203086133
273,043700.jpg,340,1916,871,996,text,None
274,043701.jpg,988,2643,873,998,text,KSPHC-DNK201089253102
275,044734.jpg,759,2416,880,1009,text,SPHC-DNX201089243105J
276,044904.jpg,596,2013,871,988,text,Q235BX204087793106J
277,045144.jpg,754,2187,872,999,text_blur,Q235BX204087793105J
278,045501.jpg,99,1818,882,1028,text,DNX2010892431030
279,045502.jpg,916,2597,873,1012,text,SPHC-DNX2010892431030
280,045748.jpg,943,2322,869,1000,text,Q195X201089283106J
281,045817.jpg,708,2140,872,988,text,Q235BX204087793104J
282,050102.jpg,788,2141,889,1001,text,Q195X201089293101J
283,050507.jpg,629,2061,876,1001,text_blur,Q235BX204087793103J
284,050508.jpg,931,2327,878,1001,text,Q195X201089283105
285,050710.jpg,50,1229,871,995,txt,None
286,050711.jpg,732,1998,858,997,txt,None
287,050712.jpg,1503,2619,855,979,txt,None
288,050714.jpg,2232,2640,858,974,txt,None
289,050850.jpg,164,1371,904,1011,text_blur,None
290,050851.jpg,741,2208,879,995,text,Q235BX204087793102J
291,050852.jpg,1584,2640,862,986,text,None
292,050950.jpg,53,1287,860,992,txt,None
293,050951.jpg,800,2042,858,987,txt,None
294,050952.jpg,1550,2648,842,974,txt,None
295,050953.jpg,2263,2658,845,984,txt,None
296,051441.jpg,911,2372,862,1010,text,HQ195H201089283103J
297,051543.jpg,50,1163,868,1000,txt,None
298,051544.jpg,619,1950,871,989,txt,None
299,051545.jpg,1458,2613,863,997,txt,None
300,051547.jpg,2169,2665,858,973,txt,None
301,051625.jpg,199,1570,891,1016,text,Q195X201089293102J
302,051626.jpg,938,2306,876,1009,text,Q195X201089293102J
303,051701.jpg,266,1731,892,1013,text_blur,None
304,051702.jpg,1071,2475,864,986,text_blur,None
305,051902.jpg,272,1706,826,971,text,Q355B-1X203086634102J
306,052116.jpg,63,1363,842,997,txt,None
307,052117.jpg,821,2124,839,968,txt,None
308,052118.jpg,1627,2648,845,958,txt,None
309,052119.jpg,1932,2645,824,968,txt,None
310,052202.jpg,259,1747,835,976,text,Q355B-LX203086634101
311,052203.jpg,1115,2570,837,973,text_blur,Q3558-LX203086634101
312,052557.jpg,284,1804,830,969,text,Q355B-LX203086614104J
313,052558.jpg,1050,2520,837,969,text,Q355B-LX203086614104J
314,052717.jpg,63,969,839,1000,txt,None
315,052718.jpg,495,1769,863,995,txt,None
316,052719.jpg,1253,2466,821,1000,txt,None
317,052720.jpg,1803,2635,860,984,txt,None
318,052731.jpg,677,2085,869,978,text_blur,None
319,052919.jpg,243,1724,832,976,text,B-LX203066614103J
320,053230.jpg,48,1345,897,1002,text_blur,None
321,053232.jpg,729,2154,879,994,text_blur,None
322,053233.jpg,1577,2605,858,974,text_blur,None
323,053309.jpg,156,1463,847,987,txt,None
324,053310.jpg,1045,2316,842,966,txt,None
325,053311.jpg,1832,2608,839,960,txt,None
326,053440.jpg,186,1465,846,1007,text_blur,None
327,054056.jpg,659,2098,872,995,text_blur,None
328,054057.jpg,1471,2603,860,974,text_blur,None
329,054222.jpg,490,1748,866,995,txt,None
330,054223.jpg,1479,2600,858,989,txt,None
331,054415.jpg,38,1412,897,999,text_blur,None
332,054416.jpg,768,2220,864,992,text_blur,None
333,054830.jpg,385,1391,885,1013,text_blur,None
334,054831.jpg,759,2227,879,992,text,None
335,054832.jpg,1636,2629,858,981,text,None
336,054914.jpg,1374,2503,847,979,txt,None
337,054915.jpg,2053,2656,853,976,txt,None
338,055033.jpg,872,2409,857,1000,text_blur,Q355B-LX2030865L41049
339,055431.jpg,220,1722,864,998,text,Q355B-LX2030865L4103B
340,055432.jpg,983,2490,844,989,text,Q344B-LX2030865L4103B
341,055513.jpg,240,1443,890,1011,text_blur,None
342,055514.jpg,798,2238,871,995,text,None
343,055515.jpg,1661,2634,850,978,text_blur,None
344,055529.jpg,213,1553,871,984,txt,None
345,055530.jpg,1137,2387,863,987,txt,None
346,055531.jpg,1919,2650,845,987,txt,None
347,060109.jpg,71,1077,797,955,txt,None
348,060111.jpg,1258,2458,800,968,txt,None
349,060112.jpg,2198,2637,821,934,txt,None
350,060352.jpg,363,1454,873,1016,text_blur,None
351,060353.jpg,699,2227,855,998,text_blur,LX204088164103B
352,060529.jpg,663,2159,864,989,text_blur,Q355B-LX204088164
353,060642.jpg,861,2208,847,971,txt,None
354,060643.jpg,1695,2653,853,981,txt,None
355,060904.jpg,582,2118,848,1001,text,Q355B-LX204088164101B
356,061209.jpg,40,1035,850,992,txt,None
357,061210.jpg,756,2042,860,981,txt,None
358,061211.jpg,1492,2619,853,966,txt,None
359,061212.jpg,2179,2648,834,968,txt,None
360,061749.jpg,50,1329,850,974,txt,None
361,061750.jpg,824,2166,855,984,txt,None
362,061751.jpg,1669,2624,858,971,txt,None
363,061752.jpg,2379,2650,818,989,txt,None
364,061947.jpg,63,1143,862,1000,text,1X203086654104J
365,061948.jpg,525,2111,867,1001,text,Q355B-1X203086654104J
366,062342.jpg,321,1669,863,984,txt,None
367,062343.jpg,1169,2432,853,968,txt,None
368,062344.jpg,1648,2665,858,972,txt,None
369,062345.jpg,2416,2665,834,982,txt,None
370,062631.jpg,45,1108,837,1013,txt,None
371,062632.jpg,629,1961,868,1000,txt,None
372,062633.jpg,890,2156,858,1000,txt,None
373,062634.jpg,1666,2665,863,987,txt,None
374,062635.jpg,2385,2656,853,963,txt,None
375,063243.jpg,543,1717,890,1023,text_blur,None
376,063244.jpg,1412,2510,895,1011,text_blur,None
377,063346.jpg,229,1552,857,989,text,None
378,063348.jpg,799,2363,844,975,text,None
379,063353.jpg,119,1427,842,997,txt,None
380,063354.jpg,1185,2403,853,981,txt,None
381,063355.jpg,1756,2637,853,979,txt,None
382,063356.jpg,2440,2640,847,966,txt,None
383,064225.jpg,45,1274,866,997,txt,None
384,064226.jpg,442,1727,850,992,txt,None
385,064227.jpg,1279,2458,858,987,txt,None
386,064418.jpg,317,1387,911,1027,text_blur,None
387,064419.jpg,1171,2236,886,1008,text_blur,None
388,064633.jpg,77,1300,858,979,txt,None
389,064634.jpg,1592,2665,858,976,txt,None
390,065110.jpg,1206,2347,867,1021,text,Q2358X202065062102Y
391,065153.jpg,924,2136,880,1035,text,None
392,065353.jpg,1205,2262,888,1002,text_blur,None
393,065446.jpg,618,1870,887,1053,text_blur,None
394,065541.jpg,600,1802,912,1037,text_blur,None
395,070100.jpg,747,1986,912,1048,text_blur,None
396,070224.jpg,445,1666,863,992,txt,None
397,070225.jpg,1329,2463,853,981,txt,None
398,070226.jpg,2250,2637,860,984,txt,None
399,070614.jpg,50,508,845,997,txt,None
400,070616.jpg,113,1398,853,981,txt,None
401,070617.jpg,995,2221,868,974,txt,None
402,070618.jpg,1929,2648,853,989,txt,None
403,071040.jpg,48,508,829,974,txt,None
404,071041.jpg,190,1358,839,974,txt,None
405,071042.jpg,1024,2156,842,981,txt,None
406,071043.jpg,1832,2661,866,995,txt,None
407,071332.jpg,400,1577,907,1039,text_blur,None
408,071629.jpg,503,1591,899,1022,text_blur,None
409,071630.jpg,1345,2380,895,1002,text_blur,None
410,071706.jpg,37,590,824,987,txt,None
411,071708.jpg,263,1437,858,976,txt,None
412,071709.jpg,1258,2377,874,963,txt,None
413,071710.jpg,2011,2658,874,979,txt,None
414,072012.jpg,440,1877,897,1023,text_blur,None
415,072014.jpg,1268,2613,894,1015,text_blur,None
416,072253.jpg,45,711,855,981,txt,None
417,072254.jpg,348,1579,858,960,txt,None
418,072256.jpg,1192,2337,863,976,txt,None
419,072257.jpg,2011,2653,881,984,txt,None
420,072525.jpg,357,1479,909,1039,text_blur,None
421,072526.jpg,1149,2266,898,1009,text_blur,Q2358X204087052101B
422,073103.jpg,250,1435,853,968,txt,None
423,073104.jpg,1029,2192,855,981,txt,None
424,073106.jpg,1840,2648,874,974,txt,None
425,073140.jpg,1120,2320,900,1039,text_blur,None
426,073309.jpg,454,1684,910,1046,text_blur,Q2359X201087882101Y
427,074013.jpg,143,1501,885,1016,text_blur,None
428,074426.jpg,1012,2354,881,1011,text_blur,None
429,074608.jpg,907,2134,905,1021,text_blur,None
430,074745.jpg,1056,2277,894,1023,text_blur,None
431,074904.jpg,98,1436,895,1020,text_blur,None
432,074906.jpg,924,2278,888,999,text,None
433,075603.jpg,212,1562,904,1016,text_blur,None
434,075604.jpg,1291,2575,899,1008,text_blur,None
435,075658.jpg,975,2211,912,1037,text_blur,Q2358X203095332103Y
436,080004.jpg,187,1543,890,1016,text,None
437,080006.jpg,1031,2403,876,1022,text,None
438,080603.jpg,48,821,831,963,txt,None
439,080603_0.jpg,40,1182,834,966,txt,None
440,080604.jpg,221,1708,834,958,txt,None
441,080605.jpg,1035,2387,850,955,txt,None
442,080605_0.jpg,779,2171,842,968,txt,None
443,080606.jpg,1853,2648,834,955,txt,None
444,080805.jpg,45,950,899,1016,text,None
445,080806.jpg,352,1859,883,1009,text,None
446,080807.jpg,1219,2624,874,986,text,None
447,081006.jpg,424,1609,921,1050,text_blur,None
448,081118.jpg,50,1015,899,1009,text,None
449,081120.jpg,433,1840,890,1004,text,None
450,081121.jpg,1266,2591,871,986,text,None
451,081207.jpg,966,2134,914,1030,text_blur,None
452,081219.jpg,45,358,829,974,txt,None
453,081220.jpg,27,787,839,974,txt,None
454,081221.jpg,219,1600,826,963,txt,None
455,081222.jpg,758,2111,837,955,txt,None
456,081223.jpg,1440,2663,845,953,txt,None
457,081410.jpg,242,1679,839,974,txt,None
458,081411.jpg,861,2219,839,960,txt,None
459,081412.jpg,1098,2440,831,953,txt,None
460,081514.jpg,902,2063,885,1021,text_blur,None
461,082101.jpg,382,1775,886,1001,text,None
462,082102.jpg,1166,2508,876,992,text,None
463,082230.jpg,71,1235,866,1003,txt,None
464,082231.jpg,858,2040,874,992,txt,None
465,082232.jpg,1653,2663,874,995,txt,None
466,082526.jpg,37,1119,860,989,txt,None
467,082527.jpg,124,1356,881,981,txt,None
468,082528.jpg,1103,2274,876,987,txt,None
469,082529.jpg,1948,2642,874,992,txt,None
470,082603.jpg,290,1790,866,1012,text_blur,LX2040881341029
471,082604.jpg,920,2461,830,982,text,Q3558-LX2040881341029
472,082605.jpg,1084,2609,857,989,text,Q3558-LX2040881341029
473,082637.jpg,134,1587,886,1004,text,None
474,082638.jpg,980,2413,874,992,text,None
475,083229.jpg,136,1654,846,994,text_blur,None
476,083230.jpg,899,2441,837,980,text_blur,Q3558-LX204088
477,083322.jpg,235,1524,871,995,txt,None
478,083323.jpg,803,2042,879,981,txt,None
479,083324.jpg,1758,2653,892,992,txt,None
480,083327.jpg,52,931,890,997,text,None
481,083328.jpg,320,1799,876,1001,text,None
482,083329.jpg,1187,2603,867,990,text,None
483,083428.jpg,40,884,895,1013,text_blur,None
484,083429.jpg,280,1755,895,1006,text,None
485,083430.jpg,1150,2548,869,994,text,None
486,083605.jpg,352,1755,886,1002,text,None
487,083606.jpg,1178,2515,874,995,text,None
488,083614.jpg,538,2100,846,991,text,Q355B-LX2040881231038
489,083615.jpg,1440,2656,830,962,text,Q355B-LX2040881241
490,083953.jpg,66,1415,855,984,text,559-LX204068123102B
491,083954.jpg,699,2220,850,978,text,Q355B-LX2040881241028
492,083955.jpg,1547,2645,823,964,text,Q355B-LX20406812
493,084106.jpg,66,600,842,968,txt,None
494,084107.jpg,61,1453,845,968,txt,None
495,084109.jpg,908,2227,831,953,txt,None
496,084110.jpg,1745,2650,834,934,txt,None
497,084204.jpg,77,980,901,1004,text,None
498,084205.jpg,413,1813,885,1001,text,None
499,084207.jpg,1250,2578,869,992,text,None
500,084337.jpg,66,1378,902,1006,text,None
501,084339.jpg,780,2222,892,999,text,None
502,084340.jpg,1631,2620,878,986,text,None
503,084733.jpg,429,1840,892,997,text,None
504,084734.jpg,1241,2577,871,990,text,None
505,084817.jpg,58,1111,847,958,txt,None
506,084818.jpg,532,1942,845,953,txt,None
507,084819.jpg,774,2132,842,955,txt,None
508,084820.jpg,1740,2648,834,942,txt,None
509,084832.jpg,47,1125,853,994,text,LX204068124101B
510,084834.jpg,438,1977,859,984,text,None
511,084910.jpg,50,779,816,931,txt,None
512,084911.jpg,129,1600,834,939,txt,None
513,084912.jpg,387,1816,831,939,txt,None
514,084913.jpg,1198,2540,816,950,txt,None
515,084914.jpg,2161,2648,826,950,txt,None
516,084926.jpg,588,2113,846,987,text,Q355B-LX203086594102J
517,085239.jpg,62,1373,894,1008,text,None
518,085240.jpg,717,2138,881,995,text,None
519,085241.jpg,1554,2636,864,985,text,None
520,085348.jpg,58,1095,845,960,txt,None
